Product_ID,Category,Sales,Date,Stock,Price,Color,Type,Discount,Region
P00167,Chair,30.66,2023-09-14,420,1643.13,Gray,Leather,0.28,South
P00168,Sofa,84.32,2023-03-22,286,1513.24,Black,Glass,0.46,North
P00169,Cabinet,11.01,2023-01-08,99,1435.8,Green,Plastic,0.45,West
P00170,Sofa,112.43,2023-06-23,18,1510.71,White,Glass,0.02,South
P00171,Table,14.53,2023-05-01,267,989.18,Black,Leather,0.0,East
P00172,Chair,78.18,2022-06-08,105,1377.89,Black,Plastic,0.33,South
P00173,Chair,57.2,2022-03-06,195,1939.23,Red,Metal,0.11,South
P00174,Sofa,51.85,2022-02-23,210,856.49,Blue,Plastic,0.27,South
P00175,Chair,95.9,2023-03-07,170,1042.72,White,Glass,0.11,South
P00176,Chair,83.19,2022-05-28,427,1553.56,Red,Plastic,0.16,West
P00177,Sofa,39.84,2022-07-08,60,728.77,White,Metal,0.2,West
P00178,Cabinet,78.02,2023-10-02,337,1970.11,Black,Metal,0.1,West
P00179,Cabinet,66.96,2023-08-31,287,1344.25,Blue,Wood,0.46,North
P00180,Chair,51.34,2022-07-10,316,1576.21,Green,Plastic,0.11,South
P00181,Bed,23.28,2022-01-02,92,664.24,White,Glass,0.17,South
P00182,Bed,1.98,2022-01-03,483,1948.48,Gray,Leather,0.18,East
P00183,Chair,46.24,2022-08-10,293,931.72,Green,Leather,0.38,East
P00184,Bed,8.31,2022-05-12,421,768.34,Black,Metal,0.09,North
P00185,Chair,27.74,2023-01-14,384,486.9,White,Metal,0.3,South
P00186,Table,34.2,2023-11-08,99,1634.35,Green,Glass,0.12,East
P00187,Table,47.5,2023-04-09,185,1223.89,Green,Metal,0.12,North
P00188,Chair,49.82,2022-08-05,186,446.11,Black,Leather,0.18,East
P00189,Bed,98.02,2023-04-30,291,531.75,White,Plastic,0.37,West
P00190,Table,73.93,2023-04-17,245,1350.84,Blue,Glass,0.34,East
P00191,Sofa,70.77,2022-08-03,133,1843.63,Blue,Glass,0.08,North
P00192,Sofa,24.16,2023-03-28,212,728.06,Black,Plastic,0.05,North
P00193,Sofa,15.29,2023-10-24,93,768.04,Gray,Metal,0.32,West
P00194,Cabinet,19.05,2022-10-26,90,1010.96,Blue,Plastic,0.14,West
P00195,Table,74.3,2022-12-12,266,1680.79,Red,Metal,0.09,East
P00196,Bed,36.6,2023-07-04,391,1663.0,Green,Wood,0.32,South
P00197,Cabinet,88.79,2022-05-25,280,1788.78,Blue,Glass,0.27,West
P00198,Sofa,56.36,2023-09-02,12,1685.06,Gray,Metal,0.06,South
P00199,Chair,19.23,2022-06-07,489,1856.64,Green,Metal,0.37,East
P00200,Sofa,23.35,2023-12-02,359,1719.18,White,Wood,0.36,West
P00201,Sofa,101.22,2022-04-13,300,1854.31,Red,Wood,0.42,North
P00202,Bed,68.2,2022-11-16,365,476.25,Gray,Wood,0.2,East
P00203,Chair,88.04,2023-10-12,29,1273.06,Green,Wood,0.09,North
P00204,Sofa,109.03,2023-09-24,487,1761.23,Blue,Wood,0.22,East
P00205,Cabinet,90.12,2023-09-28,285,660.54,Brown,Plastic,0.26,West
P00206,Chair,17.28,2022-12-03,472,394.95,White,Metal,0.29,North
P00207,Cabinet,46.7,2022-11-27,106,393.34,White,Glass,0.21,East
P00208,Chair,105.77,2023-05-21,176,665.21,Red,Leather,0.27,North
P00209,Cabinet,61.62,2023-12-04,124,1473.03,Black,Wood,0.05,East
P00210,Bed,114.3,2023-04-08,64,1791.87,Green,Wood,0.14,East
P00211,Bed,16.48,2022-06-19,72,86.49,White,Glass,0.14,South
P00212,Cabinet,60.49,2023-12-03,44,1096.4,Black,Metal,0.09,South
P00213,Chair,77.53,2022-02-23,74,677.05,Gray,Leather,0.47,North
P00214,Cabinet,6.13,2022-01-09,161,442.21,White,Glass,0.28,South
P00215,Sofa,127.04,2023-08-27,237,621.92,White,Leather,0.23,East
P00216,Table,53.98,2022-03-03,333,335.18,Gray,Metal,0.27,South
P00217,Table,78.74,2022-03-11,489,1477.5,Black,Wood,0.41,West
P00218,Bed,57.48,2023-04-11,376,745.56,Gray,Metal,0.39,South
P00219,Chair,37.67,2022-01-06,203,1980.67,Gray,Glass,0.22,East
P00220,Sofa,43.24,2023-03-31,442,1078.28,Red,Wood,0.38,South
P00221,Table,1.53,2022-12-08,91,67.05,Red,Glass,0.34,North
P00222,Chair,74.48,2022-10-22,318,609.59,Black,Metal,0.41,North
P00223,Bed,130.71,2023-06-19,95,130.22,White,Plastic,0.05,West
P00224,Bed,86.45,2023-10-31,408,1585.1,Gray,Plastic,0.31,South
P00225,Bed,22.43,2022-05-21,214,141.18,Brown,Leather,0.39,West
P00226,Table,64.69,2022-02-01,13,1217.62,Brown,Metal,0.46,North
P00227,Bed,75.48,2022-01-08,10,887.86,Blue,Plastic,0.42,East
P00228,Bed,51.97,2023-07-07,375,395.8,Brown,Plastic,0.32,West
P00229,Cabinet,73.43,2022-01-22,482,1113.73,Brown,Glass,0.2,East
P00230,Sofa,112.77,2022-07-16,315,1863.9,Brown,Leather,0.08,West
P00231,Bed,108.16,2023-07-27,128,1774.47,Brown,Wood,0.04,South
P00232,Bed,55.67,2023-01-31,210,1737.25,Green,Glass,0.11,East
P00233,Cabinet,67.9,2022-07-12,101,1168.58,White,Leather,0.14,West
P00234,Sofa,109.45,2022-04-26,350,128.57,Blue,Plastic,0.14,North
P00235,Cabinet,22.93,2022-04-27,25,119.35,Red,Plastic,0.03,North
P00236,Cabinet,44.0,2023-03-29,471,1393.52,Red,Leather,0.41,North
P00237,Chair,92.12,2022-03-16,110,1292.17,Red,Leather,0.1,East
P00238,Sofa,5.45,2022-11-26,141,255.78,White,Wood,0.16,West
P00239,Sofa,53.24,2023-05-18,158,690.37,White,Wood,0.11,South
P00240,Table,7.29,2022-02-07,390,1958.71,Gray,Metal,0.41,East
P00241,Bed,59.89,2022-11-03,261,1144.68,Gray,Wood,0.47,North
P00242,Bed,70.66,2022-12-30,221,705.19,Green,Glass,0.32,South
P00243,Bed,78.9,2023-01-10,192,1887.23,Blue,Plastic,0.39,South
P00244,Table,112.54,2022-04-04,190,1433.97,Brown,Wood,0.45,South
P00245,Table,18.83,2023-12-28,152,1155.82,Blue,Glass,0.25,East
P00246,Chair,37.05,2022-03-21,118,1691.73,Gray,Leather,0.43,East
P00247,Sofa,31.63,2023-11-05,8,1317.19,Brown,Leather,0.45,South
P00248,Chair,30.3,2023-09-15,14,860.14,White,Plastic,0.44,East
P00249,Bed,28.91,2023-05-18,157,1631.24,Blue,Metal,0.44,East
P00250,Sofa,92.48,2023-03-14,252,948.79,Green,Metal,0.4,North
P00251,Bed,3.37,2022-11-06,485,439.98,Brown,Leather,0.37,East
P00252,Table,33.61,2023-03-07,330,180.87,Black,Metal,0.16,North
P00253,Cabinet,113.13,2022-07-27,49,1785.74,Gray,Plastic,0.46,North
P00254,Chair,123.47,2022-08-12,242,1464.5,Brown,Plastic,0.5,North
P00255,Cabinet,13.81,2023-12-18,255,632.23,Blue,Plastic,0.07,West
P00256,Table,72.23,2023-12-14,217,56.78,Red,Plastic,0.44,South
P00257,Sofa,70.56,2023-09-15,48,815.54,Gray,Leather,0.13,West
P00258,Table,4.47,2022-02-17,328,1739.13,Green,Wood,0.46,East
P00259,Table,51.34,2022-11-07,313,1694.62,Blue,Glass,0.47,West
P00260,Cabinet,25.68,2022-06-25,402,375.14,Green,Metal,0.02,North
P00261,Sofa,49.48,2022-07-10,397,1855.31,Red,Metal,0.26,West
P00262,Sofa,33.91,2022-06-18,44,1974.4,Green,Plastic,0.01,South
P00263,Bed,6.29,2022-01-07,156,367.57,Gray,Wood,0.38,North
P00264,Table,64.6,2022-03-18,481,1993.68,Green,Leather,0.46,East
P00265,Bed,62.76,2023-06-27,261,1725.23,White,Plastic,0.03,South
P00266,Cabinet,40.39,2022-02-17,317,1474.23,Black,Plastic,0.34,North
P00267,Cabinet,47.62,2022-04-08,185,1866.37,Gray,Wood,0.49,West
P00268,Bed,58.71,2022-05-17,282,1864.6,Green,Wood,0.24,West
P00269,Sofa,125.41,2022-06-30,58,1842.29,Blue,Plastic,0.2,East
P00270,Bed,49.04,2022-09-25,73,156.09,Brown,Wood,0.19,North
P00271,Chair,8.61,2023-08-20,337,1734.05,Blue,Metal,0.22,West
P00272,Table,98.64,2023-06-02,305,1437.95,Brown,Metal,0.14,South
P00273,Sofa,27.2,2023-11-30,68,1345.22,Brown,Plastic,0.31,North
P00274,Sofa,80.88,2022-09-20,455,870.33,Red,Glass,0.37,South
P00275,Sofa,120.91,2022-05-03,123,1666.99,Brown,Glass,0.25,West
P00276,Sofa,5.52,2023-11-19,199,144.92,Red,Glass,0.34,East
P00277,Cabinet,18.75,2023-01-17,160,443.71,White,Glass,0.1,North
P00278,Chair,80.3,2022-10-05,129,766.4,White,Glass,0.42,North
P00279,Sofa,63.65,2022-08-29,412,1290.03,Green,Wood,0.3,East
P00280,Bed,25.36,2022-02-09,124,130.48,Black,Plastic,0.41,East
P00281,Sofa,11.09,2023-08-22,171,854.77,Brown,Metal,0.02,West
P00282,Cabinet,34.38,2023-11-07,445,300.58,Red,Glass,0.35,West
P00283,Table,74.64,2022-10-03,32,973.77,White,Plastic,0.5,West
P00284,Bed,5.35,2022-02-15,497,1916.66,Red,Leather,0.07,West
P00285,Bed,98.84,2022-07-05,118,632.95,Black,Leather,0.44,North
P00286,Cabinet,71.46,2022-04-03,267,186.53,Black,Metal,0.42,North
P00287,Table,21.47,2023-12-22,193,485.36,Gray,Plastic,0.47,East
P00288,Table,63.67,2023-07-19,226,385.29,Green,Glass,0.21,South
P00289,Cabinet,57.14,2022-01-27,182,1977.51,Black,Metal,0.37,East
P00290,Sofa,41.6,2022-03-23,462,945.54,Green,Plastic,0.28,West
P00291,Bed,99.29,2023-10-03,141,741.46,Gray,Leather,0.35,East
P00292,Chair,32.71,2022-02-04,178,65.65,Green,Leather,0.04,East
P00293,Cabinet,32.44,2023-12-04,459,67.52,Green,Glass,0.32,East
P00294,Table,137.56,2022-07-29,269,360.31,Blue,Wood,0.12,West
P00295,Bed,63.31,2022-04-28,486,714.69,Red,Plastic,0.03,North
P00296,Bed,51.02,2022-01-30,298,1559.91,Blue,Glass,0.0,South
P00297,Table,114.6,2022-08-18,95,744.03,Green,Plastic,0.41,South
P00298,Bed,71.95,2023-06-08,435,1830.94,Gray,Glass,0.11,South
P00299,Bed,129.63,2022-06-14,44,964.31,Blue,Leather,0.17,North
P00300,Cabinet,68.44,2023-09-30,36,143.98,Brown,Leather,0.36,West
P00301,Sofa,28.99,2023-01-14,347,790.78,Blue,Metal,0.5,North
P00302,Table,94.45,2022-06-30,422,321.44,Red,Wood,0.44,West
P00303,Bed,46.48,2022-01-06,416,430.4,Blue,Leather,0.24,West
P00304,Chair,66.64,2023-06-12,438,188.55,Blue,Plastic,0.37,East
P00305,Bed,73.18,2023-01-31,363,904.59,Blue,Metal,0.18,South
P00306,Sofa,18.06,2022-02-06,457,682.75,White,Leather,0.49,West
P00307,Chair,11.28,2023-06-20,30,1913.8,Gray,Glass,0.04,North
P00308,Sofa,124.91,2023-06-01,216,1683.04,Red,Leather,0.1,South
P00309,Sofa,128.21,2023-08-22,278,428.5,Green,Metal,0.31,East
P00310,Bed,54.74,2023-05-21,413,1402.3,Gray,Glass,0.03,East
P00311,Chair,35.22,2022-01-16,497,98.04,Brown,Metal,0.26,East
P00312,Bed,52.7,2022-01-05,317,1877.99,Blue,Plastic,0.03,East
P00313,Cabinet,24.27,2023-05-14,408,591.95,Black,Glass,0.48,South
P00314,Table,72.22,2022-05-20,447,648.14,Blue,Metal,0.07,North
P00315,Chair,39.31,2022-03-16,407,1672.33,Brown,Metal,0.46,East
P00316,Cabinet,36.42,2023-04-17,201,631.85,White,Leather,0.49,East
P00317,Table,61.7,2023-01-30,465,1832.93,Black,Metal,0.34,West
P00318,Cabinet,8.49,2022-02-28,335,83.12,Brown,Metal,0.26,West
P00319,Sofa,2.49,2023-06-16,348,109.51,White,Leather,0.19,South
P00320,Cabinet,44.16,2022-09-05,312,1998.82,Gray,Leather,0.0,West
P00321,Cabinet,42.89,2023-09-22,302,377.98,Blue,Glass,0.2,East
P00322,Sofa,62.88,2023-12-17,56,1163.51,Blue,Glass,0.31,East
P00323,Bed,41.9,2023-10-04,8,1126.21,Green,Glass,0.29,East
P00324,Sofa,33.38,2022-08-01,263,1878.99,White,Plastic,0.06,South
P00325,Table,101.99,2022-09-13,124,1775.13,Brown,Wood,0.45,West
P00326,Bed,34.18,2023-12-16,163,294.55,Gray,Wood,0.36,South
P00327,Bed,26.12,2023-07-27,74,1848.23,Black,Plastic,0.04,West
P00328,Bed,97.56,2023-04-30,372,1659.77,Red,Glass,0.03,East
P00329,Table,63.72,2022-11-07,224,1842.0,Gray,Wood,0.4,South
P00330,Sofa,62.88,2022-02-16,153,416.41,Black,Glass,0.03,East
P00331,Bed,29.42,2022-05-08,389,1437.44,Brown,Glass,0.05,West
P00332,Cabinet,1.92,2022-03-31,475,1620.41,Gray,Leather,0.43,East
P00333,Chair,56.06,2022-09-15,188,740.05,Gray,Glass,0.1,West
P00334,Bed,103.6,2023-10-11,142,1353.04,Black,Glass,0.49,South
P00335,Sofa,2.76,2023-09-22,79,1720.09,Red,Metal,0.12,West
P00336,Chair,10.37,2023-05-15,74,126.37,Red,Wood,0.23,West
P00337,Table,110.94,2022-09-13,430,1885.87,Gray,Leather,0.49,South
P00338,Bed,37.81,2023-11-01,355,1539.68,Green,Leather,0.04,North
P00339,Bed,34.75,2023-09-15,409,960.15,Brown,Plastic,0.0,East
P00340,Table,10.11,2022-07-04,390,743.08,Brown,Metal,0.24,East
P00341,Chair,3.92,2023-10-09,16,425.66,Black,Glass,0.27,East
P00342,Cabinet,120.22,2023-05-03,219,1469.61,Blue,Leather,0.03,West
P00343,Sofa,40.55,2022-12-01,296,391.58,Gray,Glass,0.48,North
P00344,Table,24.84,2023-11-17,492,1117.55,Brown,Wood,0.34,West
P00345,Cabinet,40.71,2023-10-05,168,419.9,Brown,Leather,0.31,West
P00346,Sofa,34.31,2022-11-03,287,1105.95,Blue,Metal,0.27,West
P00347,Bed,11.19,2023-06-10,141,1836.08,Blue,Leather,0.36,East
P00348,Chair,66.26,2022-09-10,398,664.76,Gray,Metal,0.47,West
P00349,Sofa,22.21,2022-12-09,181,179.7,White,Wood,0.35,North
P00350,Cabinet,65.58,2022-07-03,151,275.47,Brown,Metal,0.14,South
P00351,Table,91.61,2022-04-19,348,893.44,White,Leather,0.19,North
P00352,Cabinet,74.34,2023-12-19,41,1422.05,White,Plastic,0.32,East
P00353,Table,10.34,2023-09-01,394,1390.14,Blue,Wood,0.11,East
